season,player_display_name,recent_team,shap_passing_yards,shap_passing_tds,shap_passing_interceptions,shap_passing_epa,shap_passing_cpoe,shap_rushing_yards,shap_rushing_tds,shap_rushing_epa,shap_receiving_yards,shap_receiving_tds,shap_receiving_epa,shap_win_pct
2011,Matt Flynn,GB,-0.8080244,-1.4110652,0.51043046,-0.72383624,0.20365974,-0.36183742,-0.15016177,-0.6507605,-0.0064212214,-0.010636212,0.10619634,0.7969384
2011,Jake Locker,TEN,-0.59780407,-1.1337861,0.42090002,-0.55264777,-0.80832964,-0.5031754,-0.18876912,-0.6898766,-0.0113498755,-0.019677045,0.058967978,-1.124525
2011,Matt Hasselbeck,TEN,-0.47867364,-0.8891214,-1.1017201,-0.48828244,-0.68869615,-0.5476992,-0.16879232,-0.75081617,-0.0113498755,-0.019677045,0.040280506,-1.014209
2011,Chad Henne,MIA,-0.56684226,-1.1188399,0.372801,-0.5294725,-0.9359977,-0.29563048,-0.20295765,-0.13531995,-0.0113498755,-0.019677045,0.058967978,-1.0894905
2011,Dan Orlovsky,IND,-0.6085467,-1.1436033,0.4255628,-0.5699231,-0.94242394,-0.38401335,-0.18876912,-0.7334618,-0.0113498755,-0.019677045,0.058967978,-1.1153947
2011,Jay Cutler,CHI,-0.6595815,-1.1015383,0.587254,-0.5636903,-0.8112386,-0.50040853,-0.18876912,-0.47833562,-0.0113498755,-0.019677045,0.058967978,-1.1444323
2011,Matt Moore,MIA,-0.6236262,-1.0634395,-0.11713126,-0.5569223,-0.86254823,-0.48206264,-0.21775955,-0.5496619,-0.0113498755,-0.019677045,0.058967978,-1.1388223
2011,Colin Kaepernick,SF,-0.7474805,-1.3788749,0.4444057,-0.6220443,-0.9022918,-0.3688723,-0.18242162,-0.7389354,-0.0064212214,-0.019677045,0.093792774,0.78432125
2011,Andy Dalton,CIN,-0.50562257,-0.92282146,-1.0751152,-0.5273969,-0.7045889,0.0724739,-0.17187144,-0.5541438,-0.0113498755,-0.019677045,0.06725851,-1.0162672
2011,Shaun Hill,DET,-0.657994,-1.1579285,0.5092883,-0.64260256,0.12092998,-0.42442557,-0.16292866,-0.652999,-0.0113498755,-0.010636212,0.070860304,-0.68095154
2011,Joe Webb,MIN,-0.5779784,-1.1284537,0.40147197,-0.5761228,-0.8344037,0.073358506,-0.2177144,-0.82368845,-0.0113498755,-0.019677045,0.11262289,-1.1046177
2011,Jon Kitna,DAL,-0.64414114,-1.1625714,0.4893202,-0.6446302,0.12528396,-0.39194226,-0.1579277,-0.6534303,-0.0113498755,-0.010636212,0.06151677,-1.2212003
2011,Charlie Batch,PIT,-0.66306204,-1.2783307,0.44109404,-0.63367575,-0.93687403,-0.46144098,-0.19326915,-0.8011592,-0.0113498755,-0.019677045,0.08594384,0.14656785
2011,Mark Brunell,NYJ,-0.6030865,-1.1303812,0.42090002,-0.5476323,-0.79481345,-0.41676158,-0.18876912,-0.7600475,-0.0113498755,-0.019677045,0.058967978,-1.1074069
2011,Tyrod Taylor,BAL,-0.7044603,-1.3105209,0.5095143,-0.7306738,0.13615802,-0.45440608,-0.16100933,-0.7114423,-0.0113498755,-0.010636212,0.0983474,0.24792375
2011,Brian Hoyer,NE,-0.7888788,-1.4110652,0.51282585,-0.72383624,0.072176196,-0.36183742,-0.15016177,-0.6507605,-0.0064212214,-0.010636212,0.10619634,0.78711283
2011,Jake Delhomme,HOU,-0.6205047,-1.1391907,0.44553095,-0.56275815,-0.9524921,-0.4164967,-0.19377007,-0.7663211,-0.0113498755,-0.019677045,0.06831151,-0.65218437
